Id,SalePrice
1461,116264.85
1462,150816.66666666666
1463,145535.58620689655
1464,174263.34146341463
1465,197250.0
1466,174263.34146341463
1467,148413.56896551725
1468,174263.34146341463
1469,197288.4
1470,131003.33333333333
1471,197288.4
1472,109407.14285714286
1473,109407.14285714286
1474,174263.34146341463
1475,138680.0
1476,299604.3333333333
1477,251472.08571428573
1478,251472.08571428573
1479,251472.08571428573
1480,465750.0
1481,251472.08571428573
1482,197250.0
1483,157488.88888888888
1484,197288.4
1485,168670.5294117647
1486,197288.4
1487,333681.1666666667
1488,251472.08571428573
1489,197288.4
1490,174263.34146341463
1491,197288.4
1492,110611.42307692308
1493,200481.81818181818
1494,251472.08571428573
1495,328248.63636363635
1496,197288.4
1497,197288.4
1498,158111.11111111112
1499,158111.11111111112
1500,109407.14285714286
1501,174263.34146341463
1502,158111.11111111112
1503,281523.0
1504,169375.0
1505,197288.4
1506,174263.34146341463
1507,195330.76923076922
1508,223866.66666666666
1509,174263.34146341463
1510,148413.56896551725
1511,148413.56896551725
1512,126875.13235294117
1513,174263.34146341463
1514,126875.13235294117
1515,145535.58620689655
1516,157488.88888888888
1517,135629.71698113208
1518,126875.13235294117
1519,197288.4
1520,135629.71698113208
1521,135629.71698113208
1522,174263.34146341463
1523,126875.13235294117
1524,135629.71698113208
1525,116264.85
1526,135629.71698113208
1527,82550.0
1528,127333.33333333333
1529,148413.56896551725
1530,174263.34146341463
1531,145535.58620689655
1532,108750.0
1533,126875.13235294117
1534,105833.33333333333
1535,97000.0
1536,110611.42307692308
1537,35105.5
1538,218300.0
1539,218300.0
1540,126875.13235294117
1541,123333.33333333333
1542,126875.13235294117
1543,234000.0
1544,110611.42307692308
1545,84342.85714285714
1546,109407.14285714286
1547,145535.58620689655
1548,127483.33333333333
1549,109407.14285714286
1550,145535.58620689655
1551,110611.42307692308
1552,165152.85714285713
1553,159287.5
1554,129382.18181818182
1555,175385.7142857143
1556,77213.63636363637
1557,126875.13235294117
1558,77213.63636363637
1559,82833.33333333333
1560,145535.58620689655
1561,126875.13235294117
1562,139710.0
1563,131003.33333333333
1564,175385.7142857143
1565,165152.85714285713
1566,197288.4
1567,77213.63636363637
1568,223866.66666666666
1569,145535.58620689655
1570,109407.14285714286
1571,165152.85714285713
1572,135629.71698113208
1573,289000.0
1574,126875.13235294117
1575,197288.4
1576,200481.81818181818
1577,197288.4
1578,157488.88888888888
1579,139710.0
1580,197288.4
1581,135629.71698113208
1582,116264.85
1583,440000.0
1584,265489.5
1585,139710.0
1586,77213.63636363637
1587,84342.85714285714
1588,135629.71698113208
1589,135000.0
1590,135629.71698113208
1591,116264.85
1592,145535.58620689655
1593,110611.42307692308
1594,189000.0
1595,165152.85714285713
1596,192250.0
1597,126875.13235294117
1598,184115.0
1599,279444.44444444444
1600,211666.66666666666
1601,82550.0
1602,109407.14285714286
1603,110611.42307692308
1604,279444.44444444444
1605,251472.08571428573
1606,174263.34146341463
1607,223866.66666666666
1608,197288.4
1609,197288.4
1610,126875.13235294117
1611,145535.58620689655
1612,126875.13235294117
1613,175385.7142857143
1614,131003.33333333333
1615,82550.0
1616,82550.0
1617,82550.0
1618,139710.0
1619,116264.85
1620,189000.0
1621,126875.13235294117
1622,126875.13235294117
1623,279444.44444444444
1624,200481.81818181818
1625,116264.85
1626,174263.34146341463
1627,174263.34146341463
1628,328248.63636363635
1629,168670.5294117647
1630,397574.5
1631,197250.0
1632,240583.33333333334
1633,168670.5294117647
1634,174263.34146341463
1635,174263.34146341463
1636,197150.0
1637,165152.85714285713
1638,192250.0
1639,174263.34146341463
1640,275778.125
1641,174263.34146341463
1642,221956.11111111112
1643,169375.0
1644,251472.08571428573
1645,175385.7142857143
1646,148413.56896551725
1647,169425.0
1648,197150.0
1649,135629.71698113208
1650,131003.33333333333
1651,139710.0
1652,109407.14285714286
1653,109407.14285714286
1654,174263.34146341463
1655,169425.0
1656,174263.34146341463
1657,174263.34146341463
1658,174263.34146341463
1659,138680.0
1660,148413.56896551725
1661,403000.0
1662,446261.0
1663,303700.0
1664,555000.0
1665,299604.3333333333
1666,328248.63636363635
1667,328248.63636363635
1668,328248.63636363635
1669,281523.0
1670,328248.63636363635
1671,289000.0
1672,433577.0
1673,251472.08571428573
1674,251472.08571428573
1675,174263.34146341463
1676,174263.34146341463
1677,197288.4
1678,555000.0
1679,397574.5
1680,319030.5
1681,211666.66666666666
1682,328248.63636363635
1683,197288.4
1684,168670.5294117647
1685,174263.34146341463
1686,168670.5294117647
1687,168670.5294117647
1688,197288.4
1689,197288.4
1690,168670.5294117647
1691,168670.5294117647
1692,218300.0
1693,168670.5294117647
1694,174263.34146341463
1695,168670.5294117647
1696,265489.5
1697,168670.5294117647
1698,403000.0
1699,397574.5
1700,211750.0
1701,251472.08571428573
1702,251472.08571428573
1703,251472.08571428573
1704,328248.63636363635
1705,251472.08571428573
1706,555000.0
1707,197288.4
1708,197288.4
1709,251472.08571428573
1710,211666.66666666666
1711,328248.63636363635
1712,251472.08571428573
1713,311872.0
1714,289000.0
1715,197288.4
1716,197288.4
1717,197288.4
1718,84500.0
1719,221956.11111111112
1720,251472.08571428573
1721,197288.4
1722,135629.71698113208
1723,148413.56896551725
1724,197288.4
1725,275778.125
1726,174263.34146341463
1727,174263.34146341463
1728,184115.0
1729,174263.34146341463
1730,174263.34146341463
1731,116264.85
1732,116264.85
1733,131003.33333333333
1734,135629.71698113208
1735,139710.0
1736,116264.85
1737,303700.0
1738,197288.4
1739,275778.125
1740,174263.34146341463
1741,174263.34146341463
1742,174263.34146341463
1743,158111.11111111112
1744,279444.44444444444
1745,311872.0
1746,302138.0
1747,192250.0
1748,195330.76923076922
1749,145535.58620689655
